STATE/UT,DISTRICT,Year,Murder,Assault on women,Kidnapping and Abduction,Dacoity,Robbery,Arson,Hurt,Prevention of atrocities (POA) Act,Protection of Civil Rights (PCR) Act,Other Crimes Against SCs

MADHYA PRADESH,SEONI,2003,0,5,0,0,0,0,12,18,0,13

MADHYA PRADESH,SHAHDOL,2003,1,1,0,0,0,0,1,0,0,19

MADHYA PRADESH,SHAJAPUR,2003,1,18,0,0,0,0,16,4,0,178

MADHYA PRADESH,SHEOPUR,2003,2,2,0,0,0,0,7,57,0,54

MADHYA PRADESH,SHIVPURI,2003,10,14,1,0,0,4,15,0,0,195

MADHYA PRADESH,SIDHI,2003,2,5,2,0,0,0,6,14,0,10

MADHYA PRADESH,SIHORE,2003,3,16,1,0,0,1,20,0,0,98

MADHYA PRADESH,TIKAMGARH,2003,1,7,0,0,1,0,77,0,0,35

MADHYA PRADESH,UJJAIN,2003,4,11,8,0,0,2,6,2,0,258

MADHYA PRADESH,UMARIYA,2003,0,0,0,0,0,0,0,1,0,1

MADHYA PRADESH,VIDISHA,2003,3,26,2,0,0,0,49,0,0,77

MADHYA PRADESH,TOTAL,2003,83,349,33,0,9,53,858,445,1,3676

MAHARASHTRA,AHMEDNAGAR,2003,1,1,1,0,0,0,0,4,2,5

MAHARASHTRA,AKOLA,2003,0,5,0,0,0,0,1,6,2,7

MAHARASHTRA,AMRAVATI COMMR.,2003,0,3,0,0,0,0,0,5,1,3

MAHARASHTRA,AMRAVATI RURAL,2003,0,3,1,0,0,0,0,6,0,9

MAHARASHTRA,AURANGABAD COMMR.,2003,0,0,0,0,0,0,0,5,0,2

MAHARASHTRA,AURANGABAD RURAL,2003,0,1,0,0,0,0,0,4,0,12

MAHARASHTRA,BEED,2003,4,1,0,0,1,2,2,2,0,8

MAHARASHTRA,BHANDARA,2003,0,2,0,0,0,1,1,8,1,10

MAHARASHTRA,BULDHANA,2003,0,2,1,0,1,0,3,14,0,9

MAHARASHTRA,CHANDRAPUR,2003,0,4,0,0,0,0,0,1,1,0

MAHARASHTRA,DHULE,2003,1,1,0,0,0,0,3,2,0,0

MAHARASHTRA,GADCHIROLI,2003,0,1,0,0,0,0,0,3,0,3

MAHARASHTRA,GONDIA,2003,1,1,0,0,0,0,0,4,1,1

MAHARASHTRA,HINGOLI,2003,0,1,0,0,0,0,2,0,0,7

MAHARASHTRA,JALGAON,2003,0,3,1,0,0,0,1,6,0,17

MAHARASHTRA,JALNA,2003,3,1,1,0,0,0,2,3,4,14

MAHARASHTRA,KOLHAPUR,2003,0,4,0,0,0,0,0,9,1,11

MAHARASHTRA,LATUR,2003,1,3,0,0,0,0,5,7,0,5

MAHARASHTRA,MUMBAI,2003,0,0,0,0,0,0,0,7,0,5

MAHARASHTRA,MUMBAI RLY.,2003,0,1,0,0,0,0,0,0,0,0

MAHARASHTRA,NAGPUR COMMR.,2003,0,0,0,0,0,0,0,1,0,3

MAHARASHTRA,NAGPUR RLY.,2003,0,0,0,0,0,0,0,2,0,0

MAHARASHTRA,NAGPUR RURAL,2003,1,4,0,0,1,0,0,6,1,13

MAHARASHTRA,NANDED,2003,1,5,0,1,0,1,3,2,11,27

MAHARASHTRA,NANDURBAR,2003,1,0,0,0,0,0,1,16,0,6

MAHARASHTRA,NASIK COMMR.,2003,0,0,0,0,0,0,0,2,0,0

MAHARASHTRA,NASIK RURAL,2003,1,3,0,0,0,0,0,1,10,7

MAHARASHTRA,NAVI MUMBAI,2003,0,1,0,0,0,0,0,2,0,2

MAHARASHTRA,OSMANABAD,2003,1,2,0,0,0,0,1,3,0,7

MAHARASHTRA,PARBHANI,2003,0,1,0,0,0,1,4,10,2,11

MAHARASHTRA,PUNE COMMR.,2003,1,0,0,0,0,0,0,9,0,3

MAHARASHTRA,PUNE RLY.,2003,0,0,0,0,0,0,0,0,0,0

MAHARASHTRA,PUNE RURAL,2003,0,4,0,0,0,0,2,2,1,5

MAHARASHTRA,RAIGAD,2003,0,1,0,0,0,0,0,4,0,4

MAHARASHTRA,RATNAGIRI,2003,0,0,0,0,0,0,0,4,1,1

MAHARASHTRA,SANGLI,2003,0,3,0,0,0,0,2,10,0,7

MAHARASHTRA,SATARA,2003,0,1,0,0,0,0,2,4,0,6

MAHARASHTRA,SINDHUDURG,2003,0,0,0,0,0,0,0,2,0,1

MAHARASHTRA,SOLAPUR COMMR.,2003,0,0,0,0,0,0,0,10,0,2

MAHARASHTRA,SOLAPUR RURAL,2003,2,2,0,0,0,0,2,4,2,19

MAHARASHTRA,THANE COMMR.,2003,0,2,0,0,0,0,0,6,0,5

MAHARASHTRA,THANE RURAL,2003,0,2,1,0,0,0,2,10,0,9

MAHARASHTRA,WARDHA,2003,0,2,0,0,0,0,0,0,2,4

MAHARASHTRA,WASHIM,2003,0,0,0,0,0,0,1,10,0,14

MAHARASHTRA,YAVATMAL,2003,0,1,1,0,0,0,1,0,0,6

MAHARASHTRA,TOTAL,2003,19,72,7,1,3,5,41,216,43,290

MANIPUR,BISHNUPUR,2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,CHANDEL,2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,CHURACHANDPUR,2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,IMPHAL(EAST),2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,IMPHAL(WEST),2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,SENAPATI,2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,TAMENGLONG,2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,THOUBAL,2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,UKHRUL,2003,0,0,0,0,0,0,0,0,0,0

MANIPUR,TOTAL,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,GARO HILLS EAST,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,GARO HILLS SOUTH,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,GARO HILLS WEST,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,JAINTIA HILLS,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,KHASI HILLS EAST,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,KHASI HILLS WEST,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,RI-BHOI,2003,0,0,0,0,0,0,0,0,0,0

MEGHALAYA,TOTAL,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,AIZAWL,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,CHAMPHAI,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,KOLASIB,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,LAWNGTLAI,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,LUNGLEI,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,MAMIT,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,SAIHA,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,SERCHHIP,2003,0,0,0,0,0,0,0,0,0,0

MIZORAM,TOTAL,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,DIMAPUR,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,KIPHIRE,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,KOHIMA,2003,5,2,0,0,0,0,0,0,0,16

NAGALAND,MOKOKCHUNG,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,MON,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,PEREN,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,PHEK,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,TUENSANG,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,WOKHA,2003,0,0,0,0,0,0,0,0,0,2

NAGALAND,ZUNHEBOTO,2003,0,0,0,0,0,0,0,0,0,0

NAGALAND,TOTAL,2003,5,2,0,0,0,0,0,0,0,20

ODISHA,ANGUL,2003,0,0,0,0,0,0,11,11,0,8

ODISHA,BALASORE,2003,0,1,0,0,0,0,3,0,0,24

ODISHA,BARAGARH,2003,0,0,0,0,0,0,0,0,0,23

ODISHA,BERHAMPUR,2003,0,1,0,0,0,1,0,0,0,6

ODISHA,BHADRAK,2003,0,0,0,0,0,0,31,0,0,0

ODISHA,BOLANGIR,2003,1,3,0,0,0,1,3,14,0,29

ODISHA,BOUDH,2003,1,0,0,0,0,0,0,7,0,6

ODISHA,CUTTACK,2003,0,0,0,0,0,0,0,110,0,0

ODISHA,DEOGARH,2003,0,0,0,0,0,0,5,1,0,10

ODISHA,DHENKANAL,2003,0,1,0,0,0,0,3,16,0,12

ODISHA,GAJAPATI,2003,0,0,0,0,0,0,0,1,0,1

ODISHA,GANJAM,2003,2,0,4,0,1,1,8,35,0,35

ODISHA,JAGATSINGHPUR,2003,0,0,0,0,0,0,0,0,0,0

ODISHA,JAJPUR,2003,0,0,0,0,0,0,0,0,0,32

ODISHA,JHARSUGUDA,2003,0,1,0,0,0,0,1,0,0,4

ODISHA,KALAHANDI,2003,0,0,0,0,0,0,9,0,0,2

ODISHA,KANDHAMAL,2003,0,1,0,0,0,1,26,28,0,0

ODISHA,KENDRAPARA,2003,0,0,0,0,0,0,14,36,0,22

ODISHA,KEONJHAR,2003,1,2,0,0,2,1,12,0,0,0

ODISHA,KHURDA,2003,0,2,0,0,0,0,32,54,0,20

ODISHA,KORAPUT,2003,1,5,0,0,0,0,0,0,0,20

ODISHA,MALKANGIR,2003,0,3,0,0,0,0,2,12,0,5

ODISHA,MAYURBHANJ,2003,1,4,0,0,0,0,0,34,0,82

ODISHA,NAYAGARH,2003,0,0,2,0,0,0,25,35,0,8

ODISHA,NOWRANGPUR,2003,0,3,2,0,0,3,4,0,0,0

ODISHA,NUAPADA,2003,1,0,0,0,1,0,3,18,0,13

ODISHA,PURI,2003,0,2,0,0,0,4,19,0,0,44

ODISHA,RAYAGADA,2003,0,0,0,0,0,0,10,0,0,5

ODISHA,ROURKELA,2003,0,0,0,0,0,0,0,0,0,0

ODISHA,SAMBALPUR,2003,0,0,0,0,0,0,4,8,0,9

ODISHA,SONEPUR,2003,0,0,0,0,0,0,7,14,0,7

ODISHA,SRP(CUTTACK),2003,0,0,0,0,0,0,1,1,0,0

ODISHA,SRP(ROURKELA),2003,0,0,0,0,0,0,0,0,0,0

ODISHA,SUNDARGARH,2003,0,0,0,0,0,0,1,0,0,0

ODISHA,TOTAL,2003,8,29,8,0,4,12,234,435,0,427

PUNJAB,AMRITSAR,2003,0,1,0,0,0,0,0,1,0,1

PUNJAB,BARNALA,2003,0,0,0,0,0,0,0,2,0,0

PUNJAB,BATALA,2003,0,0,0,0,0,0,0,2,0,3

PUNJAB,BHATINDA,2003,0,3,0,0,0,0,1,5,0,7

PUNJAB,FARIDKOT,2003,0,0,0,0,0,0,0,2,0,1

PUNJAB,FATEHGARH SAHIB,2003,0,0,0,0,0,0,0,0,0,1

PUNJAB,FEROZEPUR,2003,0,0,0,0,0,0,0,6,0,4

PUNJAB,G.R.P,2003,0,0,0,0,0,0,0,0,0,0

PUNJAB,GURDASPUR,2003,0,1,0,0,0,0,0,0,0,2

PUNJAB,HOSHIARPUR,2003,0,0,0,0,0,0,0,1,0,2

PUNJAB,JAGRAON,2003,0,1,0,0,0,0,0,4,0,1

PUNJAB,JALANDHAR,2003,0,0,0,0,0,0,1,6,0,6

PUNJAB,KAPURTHALA,2003,0,0,0,0,0,0,0,0,0,0

PUNJAB,KHANNA,2003,0,0,0,0,0,0,0,0,0,1

PUNJAB,LUDHIANA,2003,0,0,0,0,0,0,2,7,1,10

PUNJAB,MAJITHA,2003,0,0,0,0,0,0,0,3,0,1

PUNJAB,MANSA,2003,0,0,0,0,0,0,0,0,0,0

PUNJAB,MOGA,2003,0,0,0,0,0,0,0,1,0,2

PUNJAB,MUKTSAR,2003,0,2,1,0,0,0,2,0,0,3

PUNJAB,NAWAN SHAHR,2003,0,0,0,0,0,0,0,0,0,0

PUNJAB,PATIALA,2003,0,0,0,0,0,0,1,6,0,5

PUNJAB,ROPAR,2003,0,0,0,0,0,0,0,0,0,0

PUNJAB,SANGRUR,2003,0,0,0,0,0,0,1,5,0,5

PUNJAB,TARN TARAN,2003,0,0,0,0,0,0,2,0,0,1

PUNJAB,TOTAL,2003,0,8,1,0,0,0,10,51,1,56

RAJASTHAN,AJMER,2003,0,2,4,0,1,1,2,14,0,108

RAJASTHAN,ALWAR,2003,4,10,0,0,0,8,5,2,0,156

RAJASTHAN,BANSWARA,2003,0,0,0,0,0,0,6,0,0,2

RAJASTHAN,BARAN,2003,0,10,1,0,0,1,4,27,0,39

RAJASTHAN,BARMER,2003,1,0,0,0,0,0,0,108,0,0

RAJASTHAN,BHARATPUR,2003,2,6,0,0,0,3,4,1,0,345

RAJASTHAN,BHILWARA,2003,1,3,0,0,0,1,1,119,0,0

RAJASTHAN,BIKANER,2003,2,7,0,0,0,0,3,3,0,152

RAJASTHAN,BUNDI,2003,1,2,0,0,0,1,3,13,0,45

RAJASTHAN,CHITTORGARH,2003,0,3,1,0,0,0,0,8,0,118

RAJASTHAN,CHURU,2003,2,7,1,0,0,0,134,4,0,1

RAJASTHAN,DAUSA,2003,0,2,0,0,0,4,1,5,0,88

RAJASTHAN,DHOLPUR,2003,0,5,2,0,1,1,1,109,0,0

RAJASTHAN,DUNGARPUR,2003,0,2,0,0,0,0,0,3,0,8

RAJASTHAN,G.R.P.,2003,0,0,0,0,0,0,0,5,0,0

RAJASTHAN,GANGANAGAR,2003,0,22,3,0,0,1,62,10,0,212

RAJASTHAN,HANUMANGARH,2003,4,17,4,0,0,0,7,2,0,136

RAJASTHAN,JAIPUR,2003,2,8,0,0,0,6,4,93,0,110

RAJASTHAN,JAISALMER,2003,0,1,0,0,0,0,0,45,0,1

RAJASTHAN,JALORE,2003,0,0,0,0,0,0,1,2,0,113

RAJASTHAN,JHALAWAR,2003,2,8,3,0,0,1,24,2,0,44

RAJASTHAN,JHUNJHUNU,2003,2,5,0,0,0,5,91,5,0,44

RAJASTHAN,JODHPUR,2003,0,4,1,0,0,5,207,35,0,0

RAJASTHAN,KARAULI,2003,0,0,0,0,0,0,0,11,0,108

RAJASTHAN,KOTA,2003,1,7,0,0,0,0,15,2,0,76

RAJASTHAN,NAGAUR,2003,1,7,0,0,0,7,3,3,0,219

RAJASTHAN,PALI,2003,2,2,0,0,0,0,2,9,0,232

RAJASTHAN,RAJSAMAND,2003,0,2,0,0,0,1,11,1,0,19

RAJASTHAN,SAWAI MADHOPUR,2003,0,2,0,0,0,2,3,1,0,74

RAJASTHAN,SIKAR,2003,1,4,0,0,0,1,0,4,0,102

RAJASTHAN,SIROHI,2003,1,1,1,0,0,1,34,8,0,1

RAJASTHAN,TONK,2003,1,2,0,0,0,1,1,206,0,0

RAJASTHAN,UDAIPUR,2003,0,3,2,0,1,0,3,7,0,16

RAJASTHAN,TOTAL,2003,30,154,23,0,3,51,632,867,0,2569

SIKKIM,EAST,2003,0,1,0,0,0,0,1,0,0,1

SIKKIM,NORTH,2003,0,0,0,0,0,0,0,0,0,0

SIKKIM,SOUTH,2003,1,0,0,0,0,0,0,0,0,1

SIKKIM,WEST,2003,0,1,0,0,0,0,0,0,0,1

SIKKIM,TOTAL,2003,1,2,0,0,0,0,1,0,0,3

TAMIL NADU,CHENGAI,2003,1,2,0,0,0,0,5,6,149,1

TAMIL NADU,CHENNAI,2003,0,0,0,0,0,0,0,7,0,7

TAMIL NADU,CHENNAI RLY.,2003,0,0,0,0,0,0,0,0,0,0

TAMIL NADU,COIMBATORE RURAL,2003,1,1,0,0,0,0,0,59,0,0

TAMIL NADU,COIMBATORE URBAN,2003,0,0,0,0,0,0,0,8,0,3

TAMIL NADU,CUDDALORE,2003,2,2,0,0,0,0,28,32,2,6

TAMIL NADU,DHARMAPURI,2003,0,2,0,0,0,0,29,47,0,16

TAMIL NADU,DINDIGUL,2003,0,3,0,0,0,0,1,26,0,5

TAMIL NADU,ERODE,2003,1,0,0,0,0,0,0,26,1,0

TAMIL NADU,KANCHIPURAM,2003,0,0,0,0,0,0,0,26,0,26

TAMIL NADU,KANYAKUMARI,2003,0,0,0,0,0,0,0,6,5,0

TAMIL NADU,KARUR,2003,0,0,0,0,0,0,8,3,0,0

TAMIL NADU,MADURAI RURAL,2003,0,3,0,0,0,0,18,57,0,0

TAMIL NADU,MADURAI URBAN,2003,0,0,0,0,0,0,0,9,0,9

TAMIL NADU,NAGAPATTINAM,2003,0,1,0,0,0,0,1,29,0,1

TAMIL NADU,NAMAKKAL,2003,0,0,0,0,0,0,0,23,0,0

TAMIL NADU,NILGIRIS,2003,0,0,0,0,0,0,0,2,0,2

TAMIL NADU,PERAMBALUR,2003,2,0,0,0,0,0,3,34,0,0

TAMIL NADU,PUDUKOTTAI,2003,0,0,0,0,0,0,8,85,0,0

TAMIL NADU,RAMNATHAPURAM,2003,0,0,0,0,0,0,8,17,0,34

TAMIL NADU,SALEM RURAL,2003,0,0,0,0,0,0,3,22,0,1

TAMIL NADU,SALEM URBAN,2003,1,0,0,0,0,0,0,2,7,1

TAMIL NADU,SIVAGANGAI,2003,0,0,0,0,0,0,0,62,0,0

TAMIL NADU,THANJAVUR,2003,2,0,0,0,0,0,20,4,29,22

TAMIL NADU,THENI,2003,0,0,0,0,0,0,0,10,0,0

TAMIL NADU,THIRUNELVELI RURAL,2003,2,3,2,0,0,0,1,44,2,35

TAMIL NADU,THIRUNELVELI URBAN,2003,0,0,0,0,0,0,0,10,0,10

TAMIL NADU,THIRUVALLUR,2003,0,0,3,0,0,0,12,11,0,0

TAMIL NADU,THIRUVANNAMALAI,2003,1,3,0,0,0,0,1,17,3,17

TAMIL NADU,THIRUVARUR,2003,0,0,0,0,0,0,0,18,0,18

TAMIL NADU,THOOTHUGUDI,2003,0,0,0,0,0,0,0,19,0,0

TAMIL NADU,TRICHY RLY.,2003,0,0,0,0,0,0,0,0,0,0

TAMIL NADU,TRICHY RURAL,2003,0,0,0,0,0,0,0,20,0,20

TAMIL NADU,TRICHY URBAN,2003,0,0,0,0,0,0,0,4,0,0

TAMIL NADU,VELLORE,2003,0,1,0,0,0,0,0,2,0,0

TAMIL NADU,VILLUPURAM,2003,1,3,0,0,0,0,5,0,0,48

TAMIL NADU,VIRUDHUNAGAR,2003,2,1,0,0,1,0,12,29,0,29

TAMIL NADU,TOTAL,2003,16,25,5,0,1,0,163,776,198,311

TRIPURA,DHALAI,2003,0,0,0,0,0,0,0,0,0,0

TRIPURA,NORTH,2003,0,0,0,0,0,0,0,0,0,0

TRIPURA,SOUTH,2003,0,0,0,0,0,0,0,0,0,0

TRIPURA,WEST,2003,0,0,0,0,0,0,0,0,0,0

TRIPURA,TOTAL,2003,0,0,0,0,0,0,0,0,0,0

UTTAR PRADESH,AGRA,2003,12,9,6,0,1,0,5,84,0,51

UTTAR PRADESH,ALIGARH,2003,5,4,3,0,1,1,7,63,12,32

UTTAR PRADESH,ALLAHABAD,2003,2,9,4,0,0,0,8,82,0,59

UTTAR PRADESH,AMBEDKAR NAGAR,2003,2,1,0,0,0,0,0,5,0,1

UTTAR PRADESH,AURAIYA,2003,4,1,1,1,0,0,3,0,0,6

UTTAR PRADESH,AZAMGARH,2003,6,3,0,0,0,0,0,14,0,47

UTTAR PRADESH,BADAUN,2003,8,6,1,0,0,0,0,19,0,1

UTTAR PRADESH,BAGHPAT,2003,0,0,0,0,0,0,0,0,0,0

UTTAR PRADESH,BAHRAICH,2003,1,0,1,0,0,0,0,6,0,5

UTTAR PRADESH,BALLIA,2003,0,0,0,0,0,0,1,3,0,5

UTTAR PRADESH,BALRAMPUR,2003,3,0,0,0,0,0,0,1,0,1

UTTAR PRADESH,BANDA,2003,3,4,0,0,0,0,3,29,0,43

UTTAR PRADESH,BARABANKI,2003,6,2,0,0,1,1,9,47,0,12

UTTAR PRADESH,BAREILLY,2003,7,7,0,2,1,0,7,20,5,13

UTTAR PRADESH,BASTI,2003,1,1,0,0,0,0,0,22,0,23

UTTAR PRADESH,BIJNOR,2003,7,4,2,0,0,0,1,4,0,10

UTTAR PRADESH,BULANDSHAHAR,2003,5,1,1,0,0,0,4,9,0,0

UTTAR PRADESH,CHANDOLI,2003,2,1,0,0,0,0,0,7,0,7

UTTAR PRADESH,CHITRAKOOT DHAM,2003,4,6,1,0,0,0,2,14,0,1

UTTAR PRADESH,DEORIA,2003,0,1,0,0,0,1,2,3,0,8

UTTAR PRADESH,ETAH,2003,10,4,3,0,0,0,7,4,11,9

UTTAR PRADESH,ETAWAH,2003,1,1,1,0,0,0,0,6,0,3

UTTAR PRADESH,FAIZABAD,2003,3,3,0,0,0,0,0,2,0,2

UTTAR PRADESH,FATEHGARH,2003,6,0,0,0,0,0,0,6,0,11

UTTAR PRADESH,FATEHPUR,2003,6,1,0,0,0,0,0,11,0,4

UTTAR PRADESH,FIROZABAD,2003,8,1,1,0,0,0,0,0,0,1

UTTAR PRADESH,G.R.P.,2003,0,1,0,0,0,0,0,1,0,0

UTTAR PRADESH,GAUTAMBUDH NAGAR,2003,2,0,0,0,0,1,1,10,0,6

UTTAR PRADESH,GHAZIABAD,2003,7,3,1,0,1,0,1,0,0,7

UTTAR PRADESH,GHAZIPUR,2003,1,0,0,0,0,0,1,22,0,29

UTTAR PRADESH,GONDA,2003,0,0,0,0,0,1,3,7,0,3

UTTAR PRADESH,GORAKHPUR,2003,4,2,4,0,0,0,2,21,0,26

UTTAR PRADESH,HAMIRPUR,2003,5,1,1,0,0,0,2,14,0,14

UTTAR PRADESH,HARDOI,2003,6,5,1,0,0,1,27,23,0,24

UTTAR PRADESH,HATHRAS,2003,3,6,0,0,0,0,0,0,0,0

UTTAR PRADESH,J.P.NAGAR,2003,2,1,4,0,0,0,1,16,0,8

UTTAR PRADESH,JALAUN,2003,3,1,0,0,0,0,2,25,0,19

UTTAR PRADESH,JAUNPUR,2003,3,2,1,0,0,0,0,1,1,2

UTTAR PRADESH,JHANSI,2003,5,2,2,0,0,0,0,6,0,5

UTTAR PRADESH,KANNAUJ,2003,4,1,3,0,0,0,2,0,0,14

UTTAR PRADESH,KANPUR DEHAT,2003,2,2,1,0,0,0,3,1,0,17

UTTAR PRADESH,KANPUR NAGAR,2003,12,8,2,0,0,0,8,27,0,26

UTTAR PRADESH,KAUSHAMBI,2003,8,3,0,0,0,0,1,0,0,5

UTTAR PRADESH,KHIRI,2003,6,7,3,0,1,1,5,7,0,21

UTTAR PRADESH,KUSHI NAGAR,2003,0,2,0,0,0,0,0,6,5,4

UTTAR PRADESH,LALITPUR,2003,2,2,3,0,0,0,1,13,0,0

UTTAR PRADESH,LUCKNOW,2003,8,6,4,0,0,0,4,53,0,9

UTTAR PRADESH,MAHARAJGANJ,2003,1,0,0,0,0,0,0,23,0,0

UTTAR PRADESH,MAHOBA,2003,0,1,0,0,0,0,0,6,0,6

UTTAR PRADESH,MAINPURI,2003,6,3,3,0,0,1,9,33,0,11

UTTAR PRADESH,MATHURA,2003,12,1,3,0,0,0,5,42,13,21

UTTAR PRADESH,MAU,2003,0,0,0,0,0,0,0,10,3,0

UTTAR PRADESH,MEERUT,2003,5,2,1,0,1,0,3,32,0,20

UTTAR PRADESH,MIRZAPUR,2003,2,3,0,0,0,0,0,3,0,2

UTTAR PRADESH,MORADABAD,2003,0,7,1,0,0,0,7,3,0,17

UTTAR PRADESH,MUZAFFARNAGAR,2003,5,5,1,0,0,0,0,0,0,5

UTTAR PRADESH,PILIBHIT,2003,3,5,1,0,0,0,2,15,0,4

UTTAR PRADESH,PRATAPGARH,2003,4,2,0,0,0,0,0,12,0,6

UTTAR PRADESH,RAIBAREILLY,2003,5,5,1,0,0,0,3,7,0,11

UTTAR PRADESH,RAMPUR,2003,2,3,0,0,1,0,0,1,0,2

UTTAR PRADESH,SAHARANPUR,2003,5,5,0,0,0,0,2,10,2,10

UTTAR PRADESH,SANT KABIRNAGAR,2003,2,0,1,0,0,0,0,18,0,17

UTTAR PRADESH,SHAHJAHANPUR,2003,7,7,0,0,0,0,2,0,0,13

UTTAR PRADESH,SHRAWASTI,2003,1,1,0,0,0,0,0,3,0,3

UTTAR PRADESH,SIDHARTHNAGAR,2003,1,0,1,1,0,0,0,6,0,6

UTTAR PRADESH,SITAPUR,2003,11,5,8,0,0,1,8,67,0,67

UTTAR PRADESH,SONBHADRA,2003,0,4,0,0,0,0,0,7,0,7

UTTAR PRADESH,ST.RAVIDASNAGAR,2003,0,1,0,0,0,0,0,6,0,2

UTTAR PRADESH,SULTANPUR,2003,3,2,0,0,0,1,2,29,0,28

UTTAR PRADESH,UNNAO,2003,16,5,2,0,0,0,6,69,0,28

UTTAR PRADESH,VARANASI,2003,2,2,0,0,0,2,0,12,0,5

UTTAR PRADESH,TOTAL,2003,288,194,78,4,8,12,172,1128,52,885

UTTARAKHAND,ALMORA,2003,0,0,0,0,0,0,0,0,0,0

UTTARAKHAND,BAGESHWAR,2003,0,0,0,0,0,0,9,9,0,0

UTTARAKHAND,CHAMOLI,2003,0,0,0,0,0,0,0,3,0,0

UTTARAKHAND,CHAMPAWAT,2003,0,1,0,0,0,0,0,0,0,0

UTTARAKHAND,DEHRADUN,2003,3,1,1,0,0,0,6,5,0,0

UTTARAKHAND,HARIDWAR,2003,0,0,0,0,0,0,2,2,0,0

UTTARAKHAND,NAINITAL,2003,0,1,1,0,0,0,9,11,0,0

UTTARAKHAND,PAURI GARHWAL,2003,0,0,0,0,0,0,6,6,0,0

UTTARAKHAND,PITHORAGARH,2003,0,0,0,0,0,0,0,3,0,0

UTTARAKHAND,RUDRA PRAYAG,2003,0,0,0,0,0,0,3,6,0,0

UTTARAKHAND,TEHRI GARHWAL,2003,0,0,0,0,0,0,7,7,0,0

UTTARAKHAND,UDHAMSINGH NAGAR,2003,2,3,2,0,0,0,4,0,0,0

UTTARAKHAND,UTTARKASHI,2003,0,0,0,0,0,0,2,14,0,0

UTTARAKHAND,TOTAL,2003,5,6,4,0,0,0,48,66,0,0

WEST BENGAL,24 PARGANAS NORTH,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,24 PARGANAS SOUTH,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,ASANSOL,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,BANKURA,2003,0,0,0,0,0,0,1,0,0,2

WEST BENGAL,BIRBHUM,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,BURDWAN,2003,0,0,0,0,0,0,0,1,0,0

WEST BENGAL,COOCHBEHAR,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,DAKSHIN DINAJPUR,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,DARJEELING,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,HOOGHLY,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,HOWRAH,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,HOWRAH CITY,2003,0,0,0,0,0,0,0,0,0,0

WEST BENGAL,HOWRAH G.R.P.,2003,0,0,0,0,0,0,0,0,0,0

