Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
184,-0.143256003,0.743648518,1.534072207,1.062170094,0.20818678,-0.838622933,0.524151228,-0.294660552,-0.478855844,-0.006096561,-0.121309696,-0.564296679,-0.352630239,-0.336510143,1.8800621,-0.3236776,0.541293199,0.139300206,1.592842932,0.271422691,-0.205014457,-0.460893452,0.0474066,0.339242969,-0.77943859,0.234456216,-0.024124929,-0.049897532,1.98,0
185,-0.241301703,1.089311472,0.703988825,-0.265987044,0.692897788,-0.179352318,0.684650767,0.020709883,-0.28605017,-0.508542205,-1.479158417,-0.591528221,0.269664819,-0.494763598,1.00630743,0.795481785,-0.495216911,0.329829133,0.436667058,0.154853648,-0.356467398,-0.95437733,-0.184437223,-1.070824105,0.023379213,0.158949153,0.242899702,0.08389259,4.65,0
187,0.066060772,0.8762634,1.093992968,1.556150516,-0.07231813,-0.671902296,0.569707156,-0.143791231,-0.609469493,0.122388483,-0.477548435,-0.348544455,-0.275911532,0.469809094,1.619878123,-0.637980697,0.179422142,0.263764793,1.332689558,0.126786432,0.159757256,0.497796845,-0.043265755,0.397922925,-0.358151033,-0.186331411,0.135738679,0.098839653,23.32,0
188,1.168433389,0.319977589,0.589693418,1.044773982,-0.376941822,-0.67733453,0.054472152,-0.087670194,-0.304109943,0.147234469,1.611020115,1.278345135,0.482879493,0.428824607,0.244127603,0.284007739,-0.683671801,0.193288121,-0.165282074,-0.09152333,0.020051373,0.066969719,-0.017274229,0.532428568,0.502070236,-0.470804151,0.021892727,0.01933664,8.09,0
190,-1.505779164,-0.215325117,1.991294276,-1.631493385,-0.635965147,0.228413858,-0.034265697,0.042695827,-0.235439929,0.164740343,-1.51828766,-0.31742242,1.120534653,-1.524784874,-1.218546357,1.063013559,0.044391091,-1.340806316,0.715632259,0.232752122,-0.101938019,0.148145577,-0.450114636,-0.396558396,0.554223963,-0.340492981,-0.335617814,-0.413379326,82.29,0
190,-0.913599729,0.162262106,0.541428519,-1.931798725,0.235401734,-0.209262872,0.770523385,-0.407194916,-1.374754194,0.311187601,-1.715580685,-0.153918076,1.92285052,-0.484344945,0.194711382,-0.82572721,-0.902511055,1.21426051,-0.739848412,-0.591835528,-0.382551786,-0.546739015,-0.32002156,-0.92838459,-0.080009248,0.908687227,-0.286880971,0.140450013,99.95,0
190,0.075749698,1.026985684,0.83489051,1.208912537,0.107553957,0.465977242,-0.330959329,-1.6198728,-0.436603913,0.060715025,-0.431212703,0.537036416,0.942512348,0.3189698,1.596569045,-0.327721027,0.016979641,-0.407591354,0.243005097,-0.258697272,1.490696075,-0.532413829,-0.17976515,-0.422716907,0.774770005,-0.172429221,0.265078248,0.23001619,20,0
190,0.803845921,-0.571718052,1.048092695,1.167676674,-0.702291917,1.000002588,-0.692965324,0.483593496,0.577314402,-0.097276929,1.366323215,0.946058203,-0.533524106,0.127500771,0.498989903,-0.112718102,-0.060015454,-0.11353318,-0.901974945,0.029184598,0.300503012,0.778198922,-0.144781428,-0.277469207,0.272133428,-0.227466876,0.072236683,0.03894474,127.75,0
190,-0.549414252,0.676860674,2.151949976,1.014522992,-0.620011802,0.076154492,0.041578422,0.34267167,0.124722817,-0.048091693,0.737980149,0.197300157,-1.350329129,0.096465653,-0.391871595,-0.286166764,-0.041452759,0.836919533,0.777120739,0.104754661,0.212024288,0.850202604,-0.185597136,0.544990271,-0.130608922,-0.196373727,0.422119417,0.203312923,20.7,0
192,-0.351286911,1.183753559,0.530794296,0.543891399,0.798441455,-0.804472168,1.563169978,-0.935793598,0.633634189,2.30362744,1.398891254,-0.318656901,-1.410645341,-0.155224571,0.277950266,-0.70622766,-0.780092413,0.354093931,0.618677894,0.596401202,-0.121754584,0.668123706,-0.057379978,0.301398018,-0.730945515,-0.538615997,-0.037212113,-0.479956079,1.79,0
193,-0.922515164,0.84157679,2.078000014,1.373071345,0.666526104,0.779011906,0.609457558,0.4023688,-1.088370984,-0.096632144,0.449566509,0.397328103,-0.541616351,0.015321153,-1.672261774,0.454716297,-0.566873639,-0.384643685,-1.088492323,-0.105559348,-0.12742529,-0.458042576,-0.067386573,-0.350802113,0.039175944,-0.291078195,0.058607062,0.089760081,37.2,0
194,-1.131517179,1.016398669,0.735810425,1.166613773,0.7902364,-1.187196151,0.736468997,-0.327991907,-0.555549247,-0.454532753,0.023276926,-0.186312977,0.395096171,-1.308900823,1.220467459,0.116426363,0.862879581,0.649778331,0.317546511,-0.265970993,0.00961259,0.315738653,0.054209943,0.294232444,0.003876835,-0.31415862,-0.099512267,0.122697402,1,0
194,-0.773295862,-0.190661402,2.404946261,-1.799880754,-0.396516458,0.199217658,0.257805624,-0.341961662,-0.06972773,1.181367471,1.465251443,-0.105116481,-0.232535811,-1.397118979,-1.21718188,0.568078154,0.036588183,-1.272570872,-0.090211742,0.436142397,0.235139826,1.447800396,-0.320606648,0.271029138,-0.068299271,-0.266823198,-0.127058976,-0.392033032,32.77,0
194,-0.931154307,0.82588911,0.168007968,-0.077211689,2.966451847,4.099506482,-0.146900852,-1.111250968,-0.023183356,0.395386727,-0.474706738,-0.181066303,-0.346984397,-0.252545938,0.066340089,-0.636039898,-0.326118565,0.140925881,1.207499829,-0.181541983,1.317467331,-0.700836478,-0.217694085,0.9964802,0.292649008,-0.317728253,-0.221212331,-0.300920242,5.99,0
196,-0.278287825,0.866213738,-0.300620201,-1.117345479,2.542241938,3.270646265,0.117003384,0.934685761,-0.503871254,-0.445162242,-0.010315251,-0.332580634,-0.079643879,-0.258721248,1.097529919,0.715429473,-0.482517718,0.323553969,0.282821412,0.221469125,-0.320542166,-1.005672236,-0.055448851,0.935789805,-0.007564474,0.088108933,0.248043044,0.090837486,0.89,0
196,1.198658495,-0.420333822,0.014599158,-0.270792868,-0.471074009,-0.384610465,-0.083890427,-0.077569983,-1.537507819,0.846368149,1.512576055,0.858692689,0.410549917,0.529565298,0.147448385,-1.573951028,0.024288477,0.499010405,-0.739676178,-0.401552282,-0.630205815,-1.504431997,0.19377055,-0.017458024,0.058386912,0.145372852,-0.034903837,0.011037036,63.9,0
199,-0.923891761,0.568852442,1.244235999,-0.597472514,1.084896977,-0.376975841,0.568214821,-0.009271501,-0.246538353,-0.20077019,1.325403043,0.358180355,-0.379146078,-0.4016958,0.074929066,0.55758693,-0.462408711,-0.047329748,-0.728369549,-0.017714498,-0.215560064,-0.43326426,-0.083938141,-0.363649078,-0.599896889,-0.114448127,0.101574819,-0.033301556,6.45,0
199,1.02926862,-0.516292307,1.291785339,0.364676364,-1.278463379,-0.196378321,-0.610174765,0.111794036,1.075349928,-0.537594445,-0.000486523,1.13476791,0.424995473,-0.593341681,-0.144918112,-0.587708829,0.587058523,-1.319977617,-0.114311929,0.015553567,-0.132859062,-0.181489979,0.122150707,0.69845342,-0.008469875,0.931970824,-0.022778635,0.026640287,61.18,0
199,1.187706334,-0.141019355,0.563458522,0.766382585,0.151071026,1.596936995,-0.742474537,0.458518379,0.66947612,-0.089758643,-0.329412835,0.956379503,0.741039589,-0.339639868,-0.199561539,0.462226356,-0.877941711,0.485550141,0.367603273,-0.064766548,-0.090517053,-0.023452358,-0.207476674,-1.686136527,0.559743064,-0.291579652,0.086083246,0.008421852,9.99,0
200,-0.304922925,-0.521387699,1.341180514,-0.255797283,-1.120915926,0.918260347,0.174348117,0.358936082,1.208379613,-1.115110433,0.792522518,0.947250296,-0.63752171,-0.05079562,0.548192833,-1.546895848,0.732697001,0.491793062,2.642445058,0.490222139,0.124286738,0.405697718,0.418190996,-0.305738137,-0.487991443,-0.559780152,0.171079309,0.107152651,196.7,0
200,-1.269461299,-1.027152549,2.261372999,-0.504356014,0.693421365,1.237761226,0.056065337,0.09191899,-0.676680063,0.329999625,0.426491433,0.48536023,0.795882264,-0.910867353,0.715258881,-2.744935024,0.679419159,-0.700312693,-3.463993232,-0.527727087,-0.131777408,0.697266173,0.288501059,-0.644486714,0.027409373,-0.329713693,-0.291794564,-0.381556141,79,0
204,0.860652097,-0.247375224,0.754082235,1.185491707,-0.486174312,0.241012929,-0.197775505,0.136015068,-0.13892014,0.069816154,1.630627532,1.422599056,0.929052854,0.190489661,0.688744903,0.33600991,-0.633726755,0.158199078,-0.740965871,0.176969316,0.285398313,0.612468202,-0.175761317,0.047502654,0.378591616,-0.305091515,0.037625667,0.043643522,137.3,0
204,-0.938225555,0.104717344,1.309641702,-0.867536533,0.450685256,-1.437502176,0.650603583,0.028359911,-0.58867849,-0.556394135,1.156113141,-0.218437377,-2.049263205,0.896911813,-0.276749044,0.463415472,-0.500606336,-0.221200835,0.012236949,0.004380235,-0.237085534,-1.150829278,0.262462123,0.475206184,-0.516789844,0.426883032,-0.058198038,0.107995679,39.94,0
204,-0.18842395,0.87760183,-0.73468591,-0.9134037,1.941770351,4.037422713,-1.707118367,-2.537640843,-0.590337624,-0.763038648,-0.154033225,0.252520189,-0.279930472,0.883568857,1.083943287,0.826626293,-0.724612716,-0.000784141,-0.001108105,0.543408832,-0.824078772,-1.042330686,0.168264918,0.963855361,0.887849695,0.171166714,0.012283966,0.164537715,1.98,0
205,1.182398882,0.059488688,0.310672612,0.828817335,0.341209078,1.112592947,-0.292777954,0.287394091,0.268307131,-0.087575427,0.151276897,1.315882683,0.93045189,-0.138173545,-0.521815312,0.095149583,-0.626292732,-0.174092779,0.488467737,-0.061462541,-0.337817781,-0.776840499,-0.05648606,-1.35698587,0.475789717,-0.546518635,0.063034739,0.008046696,12.99,0
206,-1.499761074,1.059588047,0.496912353,1.006069237,-0.672949231,-0.490299273,1.102432859,-0.084853847,-0.599232628,-0.072664363,-0.52773437,0.193356027,0.571694371,0.369248043,1.037853706,-0.145020599,-0.131197506,0.055643204,0.507018755,-0.634803521,0.08270953,0.610347844,0.257934001,0.426521346,-0.145908899,-0.34851996,-0.215145689,-0.027602352,153.91,0
206,-1.427151559,-0.527766419,2.460153272,-2.807481891,-0.457111342,-1.365708945,0.516031464,-0.132600601,1.654158677,-1.861968658,-0.375046908,0.347861161,-0.476259222,-0.591427377,0.226692072,-0.05358509,-0.642540807,0.107727368,-0.995080434,0.332844186,0.175522356,0.57565524,-0.11169721,0.7529476,0.675003749,-0.162285584,0.058107434,-0.086260874,101,0
206,-0.370562536,0.599809965,0.216683002,-0.513092693,2.697142555,3.882795304,0.29554467,0.850059083,-0.297189192,0.191989943,-0.925471067,-0.369425197,-0.377793565,-0.493814118,-1.48133579,0.68436227,-1.048205155,-0.256700186,-0.859905689,0.11388961,-0.147919657,-0.176213674,-0.120574835,1.042297493,-0.391704857,0.675404597,0.163594994,-0.004996535,10.27,0
209,-5.852465108,5.26737615,-1.761894935,-1.441250063,-0.988528968,-0.672186732,0.075759669,0.774198153,3.580112198,6.510779226,1.276495686,0.837057429,0.377257168,-1.614809223,0.534728164,0.416673221,-0.54182781,0.228258298,-0.243878982,2.983262081,-0.910910332,-1.204988487,0.215766032,-0.498065935,1.125918008,0.201449737,2.468867101,1.573083584,8.97,0
209,-0.742877146,0.563251743,1.207243263,0.912388004,1.053790705,0.574722633,0.215632907,0.253663165,-0.434722396,-0.048010517,0.252837088,0.43242893,-0.429693555,0.210474809,-0.529153893,-0.654788127,-0.011331644,0.075368494,1.08980618,-0.118911674,-0.007178015,0.166434241,-0.370094052,-0.793211476,-0.014647417,-0.251252202,0.086312821,0.089217379,1.19,0
209,1.228501161,0.091870473,-0.268384945,0.748905031,0.44902668,0.45360359,-0.013059548,0.09852564,-0.068926421,0.222077562,-0.32422806,0.016579842,-0.299508894,0.542127238,0.475754103,0.948127349,-1.335988386,0.962845574,0.505213509,-0.026945063,-0.098693862,-0.410240279,-0.271816803,-1.419976808,0.701940047,-0.335894753,0.003434963,0.003993881,45,0
209,-0.572010633,0.374980871,0.923823033,-0.954005872,0.753635444,0.139494795,1.450747739,-0.551715607,-0.12615854,0.068444879,0.351181327,0.224943615,0.448234262,-0.362391077,-0.297472256,0.828896267,-1.64672971,0.559570501,-0.20328508,-0.127564678,-0.030323651,0.334778622,-0.192455176,-0.790313074,0.110172912,0.309764577,-0.504722784,-0.498287039,95.56,0
209,-0.429224487,0.698849366,1.588982428,1.297156594,0.119330666,0.214132796,0.387461417,0.276523894,-0.483147502,-0.091351558,1.01143226,0.189488597,-1.61934665,0.532984685,-0.354372269,-1.013301333,0.533988588,-0.072675146,0.977968784,-0.055186254,0.073324602,0.324849199,-0.102067667,0.214137052,-0.251234424,-0.267043849,0.169115334,0.13383226,13.99,0
210,1.293927047,0.338070714,-0.042758725,0.502133796,0.072282583,-0.583457916,0.123778874,-0.18746752,0.00188298,-0.303396211,-0.717596678,0.265054232,0.948911112,-0.449331226,1.092810817,0.697079096,-0.342141341,-0.094490672,0.109940711,0.005472686,-0.329232513,-0.942138921,0.008263842,-0.492104263,0.342975495,0.143926316,-0.022440506,0.025373448,12.99,0
211,0.263523486,-1.812896806,-0.311086762,0.412929594,-0.794605397,0.196364792,0.416625915,-0.062991181,0.345392201,-0.363639666,0.379691153,0.911096513,0.133218505,0.118926728,-0.674517208,0.337849604,-0.450552,-0.001172858,0.858372836,1.010958119,0.002672337,-1.04234241,-0.480537703,-0.414742512,0.111705661,0.819589851,-0.168906284,0.07820301,526.96,0
211,-0.247826973,-0.28268211,1.653354215,-1.014864635,-0.680433316,0.886363857,-0.538200542,0.377969653,-1.230879191,0.522507866,0.605212426,-0.924201301,-0.363162226,-0.14202399,1.120026952,1.190446263,0.176379066,-0.106613716,1.598605339,0.373669489,0.545695994,1.400962001,-0.133992442,-0.810781923,-0.34854377,0.093030862,0.165625677,0.130422212,70,0
213,-0.263380494,0.959102737,0.285739874,0.604067511,3.228819561,3.799503053,0.715285472,0.429148331,-1.155492491,0.873230617,-0.341117346,-0.793205363,-0.159974704,-0.05696762,0.429550164,0.611279191,-1.299714457,0.280440665,-0.447446015,0.139951999,-0.015245439,0.059111288,-0.291824828,0.992903115,-0.128938406,-0.111062585,-0.340205678,-0.31029687,4.38,0
215,1.087791655,-0.143548188,1.374291017,1.28739919,-1.10064226,-0.017109546,-0.705609123,0.266580257,0.73536823,-0.011940569,0.959388031,0.825931515,-0.863981013,0.004954077,-0.452153906,0.251123165,-0.379484867,0.461532027,0.004879763,-0.172534083,-0.003904289,0.112284764,0.014104496,0.512267929,0.329601652,-0.436531407,0.063249858,0.029066572,12.99,0
217,-2.421229941,-1.369602127,2.261281491,2.01103383,1.878525227,-1.275607365,-1.251028565,0.212619224,0.142608349,0.000981629,-0.504586082,-0.032401586,-0.977309182,0.028345603,0.462211286,-1.193536693,0.863242426,-0.606630589,0.800708777,-0.411784619,-0.08957682,0.157737289,-0.624864828,0.487155905,0.270894072,-0.093370264,0.330056238,-0.056340279,24,0
218,-0.3917246,1.106354995,0.787765451,0.510525488,0.832968319,0.151659326,0.588154973,0.312914373,-0.772828747,-0.868831246,1.881226155,0.062618666,-1.070830467,-0.701764788,0.742399218,0.045569359,1.016696072,0.305578304,-0.865471674,-0.155767007,0.122192274,0.365017683,-0.213949885,-0.421854377,0.045355497,-0.323299425,0.080658833,0.037889138,1,0
218,-1.045668501,0.485509651,1.569232319,0.160929385,0.862461841,0.523043101,0.765996933,0.092998318,-0.037045458,-0.184662859,1.062635552,0.376407282,-1.423233787,0.075105626,-1.040320461,-0.70883895,-0.034008623,-0.759177728,-0.961683208,-0.377133222,0.01287506,0.359807872,-0.075787858,-0.317591114,-0.073339151,-0.532773143,-0.241139502,-0.124891245,17.56,0
218,1.201989343,-0.034451788,0.696627869,0.956745644,-0.005826667,1.095223183,-0.574523945,0.243435118,0.788418629,-0.283254226,-1.599973187,0.79199716,1.547688821,-0.670645288,0.390816286,0.132999511,-0.551379079,-0.213061506,-0.052585407,-0.031041499,-0.109658218,-0.011903794,-0.166957786,-1.295059701,0.570792862,-0.296854331,0.094955219,0.024007887,12.99,0
220,-0.59206007,0.785903889,2.806517307,2.935465904,-0.356682167,1.127563256,-0.225129742,0.514860854,-0.757540591,0.523215622,0.10410451,-0.253154438,-1.288389832,-0.076337142,-0.644122612,-0.058814926,0.172292236,0.6953336,1.665713037,0.134949472,-0.105160641,-0.216886669,-0.190513969,-0.033155554,-0.001445037,0.200179302,0.109606225,0.084341017,18.96,0
220,1.219112097,0.053694134,-0.18032073,0.680940922,0.521583985,0.893232536,-0.201393423,0.333033499,0.100312094,0.194016376,-0.233573338,-0.442221838,-1.488922355,0.803478551,0.866548282,0.789377988,-0.996282868,0.394383089,0.29186127,-0.179394879,-0.364700154,-1.198737848,-0.024732532,-1.82484141,0.334878475,-0.589181095,0.019988218,0.00053203,22.58,0
221,-0.342871277,-0.199545805,1.976352578,-0.003494934,-1.170365599,0.883500932,-0.151879286,0.160105718,0.137973356,-0.060121656,-2.201009463,0.852035106,1.478893322,-1.653727065,-2.750145065,-1.814001872,-0.021557592,1.102767148,-1.018303545,-0.572161856,-0.313443189,0.086207298,0.10960035,-0.098950647,-0.943009394,-0.618657205,0.253306203,0.240271463,99.82,0
221,-1.177731398,0.318500556,1.727122639,-0.549578484,0.737291973,-0.050963245,0.555481889,-0.041756012,0.219520198,-0.262389264,-0.143989694,-0.576367218,-2.128980314,0.045078555,-1.132141519,0.311233375,-0.739914396,0.326510618,0.377478044,-0.321357317,-0.279323708,-0.640571457,-0.554583863,-0.510508094,0.403269619,0.178327047,-0.354579192,-0.233332153,25.36,0
222,-0.352704348,0.975517479,1.603364515,-0.282474919,0.480561447,-0.222646815,0.850193971,-0.265018145,-0.283460179,-0.160346479,-0.89986243,0.285475922,1.584515371,-0.490929565,0.856471588,0.362685699,-0.936915002,-0.014100866,0.221105988,0.304619933,-0.139085969,-0.062303629,-0.231531475,-0.412572194,-0.180926555,0.201127466,0.178832422,-0.034649984,7.81,0
222,1.086971163,0.045122322,0.475774395,1.344244178,-0.302640743,0.00440761,-0.096403605,0.182898066,0.193464332,0.073512815,1.144165915,0.66265458,-1.421030701,0.509992075,-0.679440105,-0.52963176,0.153906813,-0.403244853,-0.15006424,-0.239993183,-0.044043853,-0.007869449,-0.044243035,0.213380359,0.562624828,-0.340026072,0.02673675,0.007185347,18.61,0
222,-0.44364031,0.981192772,1.234397173,0.099497167,-0.051269792,-0.92744122,0.862786135,-0.097128282,-0.442318207,-0.556097695,-0.17586303,0.022964412,0.336249776,-0.464505642,0.875372202,0.381508386,-0.00628756,-0.144792087,-0.103985472,0.239100596,-0.230771957,-0.677441645,0.099783921,0.334203966,-0.13277969,0.0696742,0.229406501,0.102884057,49.99,0
222,1.081026808,-0.13945451,0.483881152,0.642056748,-0.186845482,0.538283349,-0.302749466,0.315920498,0.277327557,-0.102328981,1.396865139,1.050423758,-0.703592689,0.295139625,-0.344873194,-0.651014515,0.376377131,-1.056711907,-0.21632355,-0.187038936,-0.124039027,-0.190064258,0.05789595,-0.269353556,0.253835253,0.311885576,0.001591344,-0.003467797,17.24,0
225,1.478772853,-0.551088522,-0.52315164,-0.831153456,-0.195412843,-0.289192879,-0.279251534,-0.205606497,-0.647805959,0.576602127,-1.762814859,-1.010277351,0.142994789,-0.25663466,-0.114715933,0.940801678,0.119767443,-1.188765728,1.335459621,0.131486785,0.071143561,0.2106347,-0.356277858,-0.954150787,0.963444843,0.019195034,-0.016289243,-0.006383678,34,0
225,-0.608830735,0.876837021,2.495715337,3.138674285,0.161264311,-0.10709857,0.515853835,-0.138225659,-1.035070346,0.85190938,-0.250992691,0.420239244,1.034333322,-0.555149172,0.067540534,-0.680939737,0.366019892,-0.583614936,1.052341556,0.554610925,-0.262866247,-0.439237336,-0.006774708,0.717470886,0.19974157,0.072400954,0.099756045,-0.136524288,35.11,0
227,-1.465380992,1.382171684,1.019789918,0.250367121,1.011414474,-1.281807189,1.186866057,-0.312608099,-0.70150296,-1.067341277,0.205773218,0.315038324,1.297578948,-1.95178242,0.410606163,0.622670687,0.534444833,0.48583697,-1.096382118,0.004783724,-0.038147464,0.083480742,-0.266017332,0.270832696,0.754352711,-0.491529029,-0.689818884,-0.329373595,1,0
227,1.120599263,-0.313307918,0.3953088,0.59675572,-0.420411587,0.325861882,-0.404104828,0.283070666,0.630034936,-0.066353483,0.581689122,0.291918125,-1.696041528,0.329314905,-0.639279548,-0.282943359,0.103545928,-0.236211823,0.278183756,-0.183093017,-0.039015992,0.005731507,-0.108843524,-0.283232642,0.441306326,0.579529088,-0.026438781,-0.007082327,29.95,0
228,1.105767571,0.333011981,0.184148099,1.276948238,-0.078118435,-0.810948603,0.45932983,-0.170552492,-0.290556782,-0.000205465,0.171826832,0.336856357,-0.353034589,0.648164148,0.957317219,-0.390555323,0.063750713,-1.201578176,-0.64112557,-0.126872888,-0.282530888,-0.910369959,0.149046367,0.348783204,0.322329797,-0.671068883,0.00591269,0.028251926,45.3,0
230,-0.420269748,0.814760402,1.513242393,1.292782097,0.138053047,0.223342242,1.08808368,-0.150282357,-0.216385801,0.036197394,-0.489127253,0.181306518,0.083521781,-0.23630839,0.223610259,-1.300535658,0.506323814,-0.711513697,0.708409608,0.369869323,-0.043948199,0.313610073,-0.033527354,0.097487277,-0.080281832,-0.255178709,0.244130619,-0.013383768,79.18,0
231,-0.961507377,0.743351362,1.173581813,-0.222593449,0.740528101,1.739958789,0.313012828,0.699418767,0.354715619,-0.333261451,-0.566075416,-0.408623499,-1.512209778,0.106308676,0.878588667,-1.476939479,1.134323103,-2.143362147,-0.98179817,0.005876782,-0.152861743,-0.011971042,-0.039393923,-1.504440108,-0.248248131,0.411290562,0.497315299,0.207499416,26.98,0
231,0.28309985,0.819283967,1.05430883,0.348488289,-0.156816751,-0.509168874,0.050382122,-0.908179117,-0.406902611,-0.610898197,0.610229487,0.966775768,1.167915091,-0.419693057,1.123807698,0.076191843,0.368976203,-0.975219854,-0.802955757,-0.165241016,0.509395353,-0.96211817,0.040062709,0.381392059,0.754119114,0.179193198,0.051790788,0.114121045,1.98,0
234,-0.602482641,0.479088625,0.549750379,-1.069814294,-0.501686511,0.214778428,-0.139682615,0.558440155,-1.914256571,0.395763967,1.501178618,-0.346972472,-0.716692149,0.661587681,0.471344867,0.251715708,1.111332355,-1.557735856,0.97903493,-0.046952802,0.433866272,1.039252171,-0.02503483,-0.26074834,-0.456975215,-0.117580785,-0.073710154,0.055203629,42.81,0
235,-0.663511067,-0.044443226,1.029253315,-2.49807231,-1.350084557,-0.798774292,-0.581071299,0.480997364,-2.517036631,0.961802327,0.656159004,-0.759858385,-0.52260432,0.213254242,-0.782823826,0.110467114,0.192158139,0.695763389,-0.569209445,-0.357884369,-0.051895277,0.070845524,0.039321165,0.275750183,-0.33025134,-0.423935955,0.251988907,0.13395699,25,0
236,-1.169086543,1.096292458,0.669688007,1.052534435,0.422465153,0.703450418,0.039273456,0.672068339,-0.457398804,0.09554305,0.1570947,0.565152077,-0.332747702,0.456905426,-0.392642541,-0.655307143,0.242118562,0.144194928,1.360636602,-0.115601334,-0.010604165,0.224394574,0.00134528,-0.807531718,0.035781047,-0.198103779,0.091106721,0.075883959,0.99,0
236,-0.438337379,1.028363751,1.455501718,-0.230274702,0.198899418,-0.358325092,0.659132798,0.059987619,-0.74186332,-0.167485718,1.123057123,0.906575443,0.717445968,0.177484339,0.094041711,0.459450111,-0.805969584,0.165908019,0.422937724,0.1736051,-0.187515799,-0.485441649,-0.07413842,-0.002585504,-0.153928467,0.071891188,0.264233311,0.109265075,7.14,0
237,1.260247838,-0.020171924,-1.16438654,0.26625144,2.184886405,3.607421198,-0.436996595,0.848744528,0.172270917,-0.01901315,-0.542311282,0.236194242,-0.222535111,0.191842275,-0.15095875,-0.101089256,-0.510785081,-0.076002045,0.363062716,-0.035543494,-0.182468888,-0.481652927,-0.128006069,1.009958623,0.892620611,-0.326798433,0.025039025,0.012734637,9.99,0
237,-0.473290464,0.479627277,1.528537859,-0.098185059,-0.005520022,-0.773256008,0.667999939,-0.030045959,0.058419558,-0.806745354,-0.948756457,0.011521245,-0.531035687,-0.149683648,-0.772735053,-0.085468463,-0.190333236,-0.573851596,-0.334988561,-0.085259427,-0.143162886,-0.41383794,-0.038396737,0.39934429,0.114655885,0.12123307,-0.044413217,0.002268828,32.51,0
238,-0.992403869,1.62659146,0.960247699,0.091998678,-0.237962949,-0.550796475,0.108648546,-0.378489746,-0.69448027,-0.745466071,0.339333419,0.937414995,1.214786632,-0.26505983,0.942094621,0.071852575,0.57162885,-0.781083299,-0.600783143,-0.13386377,0.602089748,-0.693278327,0.209737182,0.36506777,-0.195155186,0.086514259,0.183660533,0.043363695,8.99,0
239,1.167526651,-0.318288402,0.502463956,0.033904054,-0.584284752,0.024591688,-0.413737553,0.186412001,0.605944768,-0.221309819,1.115793218,0.941680714,-0.744337284,0.111580899,-0.686027923,-0.433618408,0.250640522,-0.596921964,0.39467487,-0.138335663,-0.040544175,0.09239604,-0.038320919,0.115914749,0.319733279,1.125327062,-0.058855274,-0.014191569,10,0
241,-1.142320931,0.626404913,2.526916953,2.827972706,0.619263138,0.897473007,0.536277598,-0.060163157,-0.813748587,1.426859133,1.200259668,0.094229291,-0.633967682,-0.321429687,-0.117594042,-0.722018602,0.241443966,-0.264653095,1.229591481,0.263685556,-0.309746479,-0.269173012,0.17739635,-0.019577913,0.048650638,0.068830507,-0.246502752,-0.230836924,10.62,0
241,-2.39844587,2.022960549,1.628461705,-0.540476996,-0.512595924,0.238407467,0.171943838,0.179582825,2.125254788,2.084364543,-1.465850114,-0.610687813,-0.661136181,-1.216372892,0.350778116,0.044410677,-0.549515406,0.146798984,0.264154096,1.21302871,-0.443559859,-0.358060673,-0.293969236,-0.464450644,0.704249305,0.429738215,0.968048304,0.400390272,4.81,0
241,-0.849347742,1.019507723,1.517236217,0.579467599,0.539186512,-0.211664897,1.346509055,-0.989693615,0.904158728,1.629664708,-0.294980418,-1.732265415,-2.583336205,-0.255723094,1.724557231,-0.920977104,-0.235879982,-0.208125082,0.102785439,0.065724466,0.004282034,0.508111368,-0.180736599,0.017424799,-0.52566178,-0.480661458,-1.187697276,-0.654815656,12.2,0
241,1.181571969,0.241407903,0.024536924,0.885832028,-0.121471371,-0.275551751,-0.142414303,0.031282555,0.253328447,-0.624588345,1.131631834,1.126151681,0.452170474,-1.517465823,-0.98281116,0.36651166,0.726422221,0.558842442,0.393116063,-0.010393815,-0.14311393,-0.172135917,-0.156843588,-0.045282262,0.583795268,0.412511399,0.001453835,0.030862791,12.31,0
242,-0.398935075,0.941953268,1.359288453,0.013490103,-0.191939978,-0.824440909,0.474948313,0.175556956,-0.362986724,-0.283273788,1.325201749,-0.396477304,-2.020689972,0.181072419,0.399853329,0.614077431,-0.052883399,0.53763728,0.135445718,-0.012257909,-0.222209702,-0.704461341,0.020806762,0.429138402,-0.286396851,0.048579385,0.229095606,0.085802239,2.69,0
244,-1.118945511,-0.071366221,2.80776898,1.0256754,-0.100748063,0.508680181,0.620313326,-0.213137331,0.333039388,-0.074899139,-0.345926864,-0.232475666,-0.162169272,-0.698455934,1.245755459,-0.514205881,-0.051724407,-0.122802592,0.216859009,0.101302228,-0.045781709,0.455553475,0.170942396,0.076211019,0.197637238,-0.286673841,-0.230529528,-0.405084168,100.37,0
246,-1.077045918,2.140915813,1.152883756,2.4588339,0.576572373,0.845960887,0.015986895,-2.764261569,-1.114618237,1.43836983,-1.015372365,0.074781547,1.623446644,-0.270680727,1.074918999,-0.02232697,-0.333327228,0.269594459,0.997790756,-0.237666882,2.429373605,-0.244539304,0.063245956,-0.448631099,-0.236189512,0.233936972,-0.295667683,-0.054944516,1.5,0
